0,1,2,3,4
132,32,0,0,89
151,4,0,0,172
86,63,0,0,261
0,29,0,0,287
363,24,0,0,217
222,29,0,0,164
276,16,0,0,150
246,29,0,0,236
226,23,10,0,144
147,27,44,0,161
0,16,0,12,267
66,11,12,0,245
87,40,0,0,222
128,15,0,0,59
247,9,60,0,82
190,6,0,0,128
0,12,50,0,177
68,9,0,0,146
48,24,0,0,135
229,15,0,0,271
229,16,0,0,266
22,24,0,0,255
139,19,0,0,194
196,5,0,20,224
188,18,0,0,319
139,30,0,0,132
285,58,28,0,46
347,27,0,0,102
140,9,0,0,146
231,6,0,12,173
110,72,0,0,230
278,11,0,0,169
73,29,0,0,183
118,9,0,0,286
222,7,0,0,38
295,24,0,0,86
320,39,0,0,144
323,79,0,0,141
103,7,0,0,175
138,78,0,0,94
137,68,0,0,279
74,129,0,14,196
201,14,0,0,249
70,13,0,0,148
0,34,0,47,182
61,13,0,0,256
106,33,0,0,238
94,17,0,0,269
0,15,0,0,215
0,29,0,0,154
204,27,0,26,201
67,31,0,16,85
132,68,0,0,117
103,13,0,0,200
216,69,0,0,70
140,31,0,0,150
139,8,0,0,182
137,11,0,0,106
53,19,0,0,290
38,9,0,0,252
75,17,0,0,108
210,25,0,0,100
364,72,0,0,186
129,100,0,0,93
107,33,0,0,179
140,48,0,0,140
225,15,0,0,194
189,67,0,0,185
103,76,0,0,259
164,23,0,0,163
186,4,0,0,300
334,35,0,0,176
70,10,0,0,117
253,10,0,0,118
53,53,0,0,140
127,3,0,0,158
189,12,0,0,172
223,21,0,0,70
173,4,0,73,210
226,6,0,0,47
170,21,0,0,78
0,15,0,0,165
5,41,0,0,192
255,35,0,0,196
91,7,0,0,136
0,9,0,0,248
211,3,0,0,176
227,53,0,0,118
156,30,0,0,95
170,5,82,0,189
114,53,0,0,239
76,45,0,0,155
218,9,53,0,261
0,77,0,0,155
237,12,0,0,164
103,45,0,0,74
166,74,0,0,233
238,45,0,0,152
227,7,0,0,148
191,10,0,0,113
178,112,0,0,167
112,39,0,0,77
185,9,7,0,211
54,16,0,0,289
95,49,0,0,259
