0,1,2,3,4
232,82,0,18,165
253,7,16,72,236
51,5,0,0,190
74,34,0,0,163
237,39,0,0,132
93,33,0,0,178
147,2,0,0,205
269,5,63,0,115
56,19,0,0,188
188,9,0,45,193
85,17,0,0,207
228,151,99,0,71
254,14,0,0,9
258,28,0,0,99
0,14,0,0,91
120,25,0,0,196
118,9,0,0,193
160,9,0,0,181
10,24,0,0,205
64,4,0,0,160
150,2,0,0,209
179,37,0,0,108
212,37,0,51,224
82,9,118,0,137
42,3,0,0,257
10,89,0,0,155
314,23,0,0,216
145,37,23,13,165
118,41,0,0,152
132,51,0,82,259
179,24,0,0,124
80,11,0,0,199
248,44,0,0,226
0,7,0,66,223
271,65,0,0,125
68,40,0,0,304
152,21,0,0,160
89,12,0,0,96
53,92,0,0,207
101,3,4,0,201
193,76,0,0,60
69,50,0,0,202
0,78,0,0,222
12,15,0,0,343
111,38,0,0,248
53,63,0,0,149
209,21,0,0,131
356,11,0,0,134
143,31,0,0,176
252,110,0,0,83
86,24,0,0,176
151,57,0,0,161
187,17,0,0,162
151,146,0,0,15
111,34,0,0,193
277,18,0,0,173
113,18,0,0,345
175,50,0,0,254
78,43,0,0,217
79,79,0,0,173
81,22,0,0,88
76,7,0,0,149
314,69,0,0,229
102,23,0,0,163
89,18,0,0,220
105,93,0,0,224
63,7,0,0,182
261,3,0,0,150
197,2,0,0,205
129,13,0,0,210
7,52,0,0,169
147,19,0,0,203
16,27,0,0,118
122,10,0,0,297
226,33,0,77,267
208,91,0,85,151
155,32,0,0,89
0,129,0,0,208
18,56,0,0,118
237,9,0,0,341
96,92,0,70,76
119,50,12,0,189
268,34,0,0,237
195,1,0,0,101
216,3,57,0,280
85,18,2,0,223
198,14,0,0,19
145,2,0,0,63
233,29,0,0,211
252,5,0,0,199
93,147,0,0,234
48,76,0,0,197
157,20,0,0,198
354,41,0,0,122
0,36,0,0,204
103,36,0,0,274
143,38,0,0,188
145,26,0,0,146
62,22,0,0,170
299,5,0,0,181
194,9,0,0,342
0,10,0,0,306
65,4,0,0,138
147,13,0,0,172
204,77,0,0,188
244,6,0,0,239
206,16,86,0,65
216,36,0,0,209
89,78,12,0,167
141,5,0,0,170
0,6,57,0,241
191,7,0,0,212
121,22,0,0,201
141,38,0,0,257
207,14,0,0,171
87,9,0,0,243
22,36,0,44,269
178,59,0,0,171
99,13,0,0,149
306,8,0,0,175
203,13,0,0,190
274,11,0,0,128
195,7,0,0,124
170,24,0,0,125
0,50,0,0,199
59,51,0,0,241
167,63,0,0,57
118,85,0,0,286
118,33,0,0,97
362,32,0,0,162
65,97,0,0,196
159,15,0,0,122
130,32,0,0,162
141,10,0,0,49
136,30,0,0,131
189,28,0,0,169
167,30,59,0,163
246,22,0,0,176
155,35,0,0,150
207,12,0,0,175
361,7,0,0,177
335,11,0,0,168
202,9,0,0,59
160,36,0,0,147
75,44,0,0,131
160,7,9,0,155
17,40,0,0,149
129,22,0,0,214
228,19,0,0,136
27,8,0,0,354
67,32,0,0,183
64,34,0,0,157
201,33,0,0,127
80,34,0,0,129
116,16,0,0,155
78,6,0,0,109
336,24,0,0,181
13,21,0,0,208
54,75,0,0,204
135,9,0,0,264
165,15,23,0,94
78,31,0,0,156
143,57,0,0,208
88,10,0,0,179
171,5,0,0,67
124,28,0,0,175
256,91,0,0,320
103,14,0,0,217
78,15,0,0,70
368,55,0,0,129
131,137,0,0,168
208,4,0,0,168
228,11,97,0,337
134,78,0,0,142
107,17,0,0,197
0,11,0,0,178
171,8,0,0,212
0,8,0,0,147
0,15,0,0,183
76,42,33,0,313
169,58,0,0,262
144,28,0,0,159
265,24,0,0,112
261,10,0,0,149
0,30,0,0,247
139,37,0,0,43
183,37,0,0,125
164,53,0,0,167
156,48,0,0,338
40,51,0,0,265
155,8,0,0,176
127,50,0,0,213
168,25,0,0,210
139,31,0,0,92
94,8,0,0,289
167,22,0,0,121
114,133,0,0,143
152,29,0,0,217
202,34,0,0,46
80,10,0,0,229
16,7,0,0,84
17,38,122,111,133
118,30,0,0,148
19,23,0,0,143
274,21,0,0,149
189,13,0,0,267
90,19,0,0,154
203,43,0,0,213
199,53,0,0,110
73,13,0,0,137
33,6,0,0,327
231,20,55,0,247
101,18,0,0,179
111,46,0,0,25
89,65,0,0,161
88,124,0,19,134
74,37,24,0,87
294,5,23,0,166
47,29,0,0,201
263,32,0,0,182
219,41,0,0,89
243,20,0,0,115
0,62,0,0,60
209,19,0,0,217
173,62,0,0,168
15,8,0,0,204
236,12,113,0,142
93,21,0,0,249
72,8,0,0,119
21,13,0,0,222
312,8,0,0,103
56,12,76,0,118
108,25,0,0,110
202,18,0,0,20
184,144,0,0,118
137,15,0,0,218
54,30,50,0,227
85,43,0,0,216
323,15,0,0,246
189,79,0,0,229
218,21,0,0,196
183,25,0,0,227
129,43,0,0,95
109,41,0,0,23
235,48,0,0,278
116,29,0,0,104
90,111,0,0,156
29,27,0,0,216
71,19,0,0,181
113,22,0,0,45
0,5,0,0,167
132,49,0,0,161
208,8,0,0,166
161,13,0,0,244
186,21,0,0,281
220,12,0,0,87
90,14,0,24,119
206,16,0,0,175
184,136,0,0,172
349,48,0,0,213
205,15,0,0,189
224,10,0,0,91
105,9,0,0,105
73,33,0,0,170
215,54,0,0,21
69,80,32,71,181
197,54,0,0,270
177,44,0,0,94
242,52,56,0,138
111,18,0,0,317
234,21,0,0,154
65,27,0,0,235
24,31,0,0,119
0,31,0,0,236
212,104,0,0,156
199,14,0,0,190
188,32,0,0,218
50,9,0,0,220
106,22,0,0,158
218,14,0,0,243
16,10,0,0,302
354,8,0,52,165
262,43,0,0,240
160,8,0,0,82
149,69,0,0,163
213,21,0,0,149
84,8,0,0,64
79,9,0,0,88
206,23,0,0,39
34,36,0,0,204
18,26,0,0,192
136,26,0,0,165
309,49,0,0,136
68,27,0,0,253
326,26,0,0,236
56,12,7,0,160
101,7,0,0,194
70,67,0,0,110
185,14,0,0,127
75,19,56,0,191
221,11,0,0,140
181,19,0,0,106
221,17,61,0,295
98,16,0,0,212
62,45,0,0,284
59,3,0,0,357
166,2,0,0,295
16,39,0,25,195
92,10,0,0,157
196,26,0,0,227
155,33,3,0,260
261,20,0,0,228
65,66,0,0,166
126,31,0,0,164
137,139,0,0,316
238,50,0,0,144
269,28,0,0,221
202,32,0,0,126
187,68,0,0,116
227,16,0,0,250
161,9,0,0,300
8,19,0,0,208
132,12,0,11,253
197,33,6,0,153
183,35,0,22,305
332,44,0,0,177
165,32,0,0,123
81,2,0,0,203
226,24,0,0,193
223,10,0,0,263
165,12,0,0,106
275,9,0,0,145
339,11,0,0,231
0,54,0,0,228
58,10,0,86,100
0,34,0,0,229
186,4,100,0,170
194,22,0,0,239
0,23,0,0,229
242,9,0,0,228
75,4,0,0,163
162,12,121,0,96
84,41,0,0,249
127,52,0,0,139
178,17,0,0,89
118,10,0,0,175
0,48,38,0,201
155,9,0,59,201
18,10,0,0,139
188,21,0,0,152
98,33,0,0,83
160,19,0,0,210
191,83,0,0,89
102,7,0,0,93
221,29,0,0,101
0,9,0,0,222
162,21,0,0,48
204,8,0,0,140
99,24,0,0,121
0,109,94,0,153
68,14,0,0,165
137,65,0,0,311
186,69,0,0,125
97,54,0,0,214
261,14,0,0,161
145,7,0,0,324
159,30,3,0,240
197,19,0,0,295
246,104,0,0,153
235,26,0,0,275
30,11,0,0,170
236,27,0,0,127
148,6,0,0,257
204,10,0,0,64
88,19,0,0,125
118,7,0,0,166
228,31,0,0,107
78,21,0,44,240
281,22,0,0,250
212,22,0,0,43
76,27,0,0,208
275,74,0,0,274
71,18,0,0,169
201,19,0,0,256
133,38,0,0,77
4,26,0,0,131
114,23,0,0,238
152,25,0,0,359
83,16,0,0,112
0,6,0,0,204
116,7,0,0,185
304,41,0,0,139
0,2,0,0,141
78,15,0,0,79
104,21,0,0,145
109,17,0,0,143
87,89,0,0,203
62,49,0,0,204
137,15,0,0,288
130,36,0,0,256
183,123,0,71,213
111,74,0,0,226
25,14,0,0,106
100,9,76,0,223
53,7,0,0,174
0,8,0,0,237
198,86,107,0,180
257,62,0,74,140
206,42,0,0,114
167,18,0,0,120
227,29,0,0,265
265,13,0,0,146
101,16,7,0,132
272,14,0,0,81
54,8,0,0,194
110,21,0,0,264
0,6,0,0,233
201,28,64,0,181
97,38,0,0,35
88,21,0,0,150
156,83,0,0,222
173,40,0,0,179
0,42,0,0,250
70,21,0,32,187
249,23,0,0,284
145,51,0,0,190
226,26,0,0,176
287,8,0,0,75
210,28,0,0,180
206,12,86,0,194
203,19,0,0,178
85,52,0,0,223
224,19,0,0,197
185,8,0,0,138
215,24,0,0,169
62,8,0,0,181
129,24,0,0,222
111,17,0,0,202
41,87,0,0,117
11,42,0,0,139
0,5,0,30,254
86,14,23,0,169
134,28,0,0,186
286,13,0,0,137
344,14,0,0,96
111,10,0,0,122
50,75,0,0,228
0,7,0,0,273
66,46,0,0,236
181,114,0,0,291
335,27,0,0,121
162,27,0,0,28
114,128,0,0,210
163,57,32,0,97
67,9,0,0,249
190,34,0,0,44
279,72,0,0,98
91,10,0,0,90
128,28,0,0,295
137,56,56,54,152
11,34,0,0,223
317,27,0,0,190
200,28,0,0,183
119,38,0,6,235
178,32,31,0,221
242,71,0,0,245
115,10,0,0,124
164,3,0,29,204
140,66,0,0,71
70,8,0,0,238
105,16,0,0,166
136,17,0,0,174
137,26,0,0,152
83,12,0,0,208
71,13,0,0,193
255,11,0,0,214
147,21,0,0,80
207,33,0,0,131
0,93,0,0,200
0,20,0,0,135
45,36,0,16,234
113,18,0,0,72
141,41,0,0,314
142,9,0,0,239
219,46,0,0,160
158,19,0,0,154
0,7,0,0,75
180,14,0,0,198
145,67,0,0,253
113,51,0,0,203
70,33,0,0,182
171,18,0,0,197
0,9,0,0,101
87,31,0,0,233
91,24,0,0,120
159,45,0,0,146
201,39,29,0,179
103,100,0,0,176
58,32,0,0,154
318,39,3,0,260
63,41,0,0,103
143,10,0,0,245
187,24,0,0,201
81,14,0,0,157
135,20,0,0,141
88,20,0,0,151
109,43,0,0,59
74,9,0,0,97
169,21,0,0,203
185,4,1,0,76
98,96,0,0,54
128,11,0,0,244
0,45,115,0,92
0,16,0,0,225
44,10,0,0,188
145,37,0,0,191
156,17,0,43,250
109,12,0,0,157
177,59,0,57,272
205,16,0,0,56
203,10,0,0,90
88,55,0,0,141
128,37,0,0,205
330,13,0,0,248
270,39,0,0,205
160,12,0,0,258
143,50,0,0,238
170,58,0,0,271
127,36,0,27,283
70,21,0,0,216
0,22,31,0,286
35,61,0,0,165
149,28,0,0,75
69,8,0,0,288
220,16,0,0,193
157,8,0,0,208
109,8,8,0,155
242,30,0,0,180
182,17,17,0,209
32,23,0,0,139
0,12,0,0,96
122,37,0,0,259
96,16,0,0,257
121,51,0,56,221
141,36,0,0,154
167,8,0,0,329
202,44,0,0,140
134,9,0,0,282
0,48,0,0,253
52,38,0,0,269
36,36,0,0,293
70,55,5,0,162
354,6,0,0,0
74,17,0,0,152
366,7,0,0,220
253,39,0,0,114
126,19,0,0,138
152,21,0,0,191
118,13,0,0,206
148,47,0,0,90
21,38,0,0,209
23,9,0,0,139
98,32,0,0,132
166,13,15,0,201
90,16,0,25,320
69,24,0,0,170
201,43,0,0,298
204,18,0,0,183
145,32,0,0,298
0,36,0,0,241
145,68,0,0,303
142,4,0,0,313
41,28,0,0,208
247,10,0,0,179
122,88,0,86,216
180,23,0,0,120
249,169,0,0,127
64,18,0,0,307
178,27,0,0,150
80,27,0,84,176
196,12,107,0,154
35,49,0,0,109
269,48,0,0,205
115,30,0,0,175
157,94,0,0,230
33,27,0,0,204
42,9,0,0,270
288,8,0,0,146
249,11,0,0,198
239,14,0,0,164
180,92,0,0,224
68,32,0,0,137
55,9,0,0,136
126,22,0,64,0
253,23,0,0,218
0,18,20,0,142
42,18,0,40,116
27,61,0,0,178
152,23,0,0,222
59,19,17,0,217
224,19,0,0,137
214,65,0,0,175
181,64,0,0,269
221,51,0,0,213
175,2,121,0,219
191,12,0,0,80
13,11,0,0,176
148,4,0,0,283
46,3,0,0,189
203,30,0,0,221
27,10,0,0,182
254,29,0,0,228
239,70,0,0,214
31,41,0,0,239
286,10,0,0,321
125,69,0,21,139
82,20,0,0,108
130,14,0,0,126
307,123,0,0,110
170,4,0,0,214
255,11,0,0,87
180,26,0,0,189
269,8,0,0,189
145,8,0,0,172
74,25,0,0,155
91,7,0,30,214
249,13,0,0,75
249,21,14,93,208
212,14,0,0,139
261,42,0,0,138
292,53,0,0,246
0,93,0,0,257
119,27,0,89,197
186,44,0,0,151
155,17,0,0,220
95,7,0,0,234
149,18,0,4,181
202,13,0,0,65
51,81,72,0,154
201,36,0,0,152
229,33,0,0,176
75,99,0,0,179
198,31,0,0,72
175,93,0,0,101
239,42,0,0,284
108,20,0,0,219
0,11,0,0,50
250,7,0,0,125
106,21,0,0,37
77,34,0,0,73
71,72,0,0,82
230,32,0,0,156
57,18,0,0,197
95,37,0,0,89
157,20,0,0,175
120,17,0,0,98
103,164,0,0,86
234,87,0,0,127
113,21,0,0,236
114,30,0,0,258
114,20,0,0,258
254,39,8,0,123
193,8,0,0,165
55,8,0,0,102
163,45,0,0,38
135,14,0,0,183
299,72,0,0,218
0,44,0,0,204
228,11,0,0,217
136,10,0,0,196
43,31,10,0,114
135,21,0,0,32
145,28,0,0,160
105,33,0,0,193
244,53,0,0,170
230,9,0,0,235
154,57,0,0,167
189,46,0,0,260
214,14,0,0,150
79,15,0,0,157
77,46,0,0,261
187,38,0,0,221
0,11,0,0,228
265,67,138,0,196
0,4,0,0,79
95,22,0,0,276
0,60,0,0,273
143,16,3,21,239
0,1,80,0,217
0,6,0,0,186
217,47,0,0,25
185,50,0,0,351
260,15,0,0,257
186,29,0,0,236
151,24,0,0,294
186,85,0,0,287
196,11,0,0,214
125,14,0,0,344
177,17,0,0,235
267,27,0,0,211
203,10,0,0,341
148,14,0,0,222
194,26,0,0,111
85,36,0,0,117
0,9,0,0,292
172,29,0,0,268
177,5,0,0,136
171,10,0,0,169
108,27,0,0,141
43,30,0,0,320
100,24,0,0,206
65,5,0,0,114
207,62,0,0,57
225,39,0,0,150
29,4,0,0,207
236,22,0,0,346
158,61,0,0,260
129,12,0,0,264
183,9,0,0,269
256,18,0,0,293
205,31,0,0,201
33,68,0,0,142
172,34,0,0,236
108,31,0,0,258
163,23,113,0,250
157,18,0,0,168
284,20,0,0,143
246,7,31,0,279
109,28,0,0,120
167,51,0,0,280
52,14,0,0,215
58,58,0,0,179
323,20,0,0,124
213,22,0,25,157
229,5,0,0,282
306,12,0,0,305
0,14,0,0,189
151,31,0,0,124
276,7,0,0,203
253,12,0,11,151
22,13,0,0,179
161,42,13,0,145
49,42,0,0,210
139,38,0,0,184
274,21,0,0,186
231,16,0,0,207
109,11,0,0,72
105,16,0,0,245
204,64,0,0,260
25,138,0,21,5
154,10,0,0,270
280,25,0,0,255
0,10,0,0,109
72,23,0,0,287
269,26,0,0,233
144,69,0,0,95
8,41,0,0,235
201,2,0,0,214
50,11,0,0,218
111,17,0,0,147
141,12,0,0,149
80,15,0,0,286
180,93,0,0,195
180,6,0,0,94
157,24,0,0,127
36,7,0,0,64
31,34,0,0,282
64,68,25,0,145
104,21,0,0,126
94,11,0,69,114
338,15,0,0,138
0,26,0,0,9
257,26,0,0,128
195,39,0,0,183
201,26,0,0,226
0,24,0,0,98
166,9,0,0,201
66,17,0,0,123
234,32,0,0,54
51,21,0,0,203
61,23,0,0,158
10,16,91,0,228
0,35,0,0,84
85,23,0,94,138
90,8,0,0,189
33,13,0,0,254
52,12,33,0,112
0,9,17,0,217
241,16,29,0,164
182,17,127,0,190
158,6,0,0,355
163,34,0,0,224
0,68,0,0,9
160,48,0,12,127
125,40,0,0,132
332,13,0,0,86
240,15,0,0,163
161,16,0,0,149
156,24,0,0,272
330,8,0,0,214
179,20,0,0,160
70,11,0,0,103
210,32,0,0,274
174,16,0,0,276
173,32,0,0,124
0,11,0,0,164
212,60,0,0,275
93,25,0,0,173
39,31,0,0,209
0,20,0,0,225
157,24,0,0,186
34,33,48,0,230
235,29,77,0,17
58,13,0,0,85
44,17,0,0,131
339,26,0,0,234
241,37,0,0,149
202,16,0,0,216
209,17,0,0,265
95,83,0,0,70
103,3,0,0,158
144,78,0,0,146
98,63,0,0,230
151,27,0,0,107
154,12,0,0,239
246,133,0,0,143
17,21,0,0,152
124,47,0,0,24
99,51,0,0,188
85,32,0,0,249
124,41,0,0,272
192,21,0,0,162
256,25,104,0,158
89,60,0,0,222
9,21,0,0,95
175,49,0,0,180
236,27,0,0,67
181,46,0,0,236
240,13,0,0,268
161,7,0,0,130
141,78,0,0,148
105,22,127,0,244
106,40,0,0,127
111,39,0,0,309
117,12,0,0,154
267,6,0,0,79
54,75,0,0,250
98,17,0,0,160
0,9,33,0,192
131,6,0,0,164
105,25,0,0,205
61,32,0,0,203
238,7,0,0,338
96,83,0,0,65
268,22,0,0,250
233,41,0,0,103
167,47,0,0,181
105,2,0,0,97
233,28,0,0,203
230,54,31,0,223
229,86,0,0,245
68,32,0,0,221
143,23,0,0,220
311,12,0,0,87
154,8,0,0,330
210,13,0,0,319
224,30,0,0,49
144,3,0,0,262
101,4,73,0,149
80,6,0,0,106
275,59,0,0,170
302,66,0,0,156
116,13,0,0,254
154,54,5,0,177
124,24,0,0,296
101,16,0,0,120
149,93,0,0,153
0,8,0,0,271
91,11,0,0,260
175,1,0,0,262
51,50,0,0,42
198,50,0,0,245
92,74,0,0,113
299,19,0,0,242
152,38,0,0,252
112,101,0,0,145
239,44,0,0,168
189,9,0,0,118
194,99,0,0,127
107,4,0,0,222
183,17,0,0,125
202,4,0,0,63
234,15,0,0,189
326,15,0,0,109
330,13,0,0,228
0,27,0,0,224
60,64,0,0,104
127,7,0,0,164
70,43,0,0,186
83,31,0,0,157
120,23,0,0,254
135,124,0,0,116
185,11,0,0,203
86,29,0,0,239
92,16,0,0,130
151,16,0,0,239
79,4,0,0,273
94,22,0,0,190
196,38,29,0,217
270,12,0,0,354
274,44,0,0,151
299,14,0,0,70
132,23,0,0,155
31,19,0,0,236
59,10,0,0,106
178,30,0,0,308
45,23,0,0,147
204,86,0,0,106
231,10,0,112,210
68,74,0,0,93
171,76,0,0,217
157,25,15,0,168
177,22,0,0,141
82,139,0,0,264
151,3,0,0,247
53,45,130,0,191
160,59,0,0,137
355,85,0,0,200
129,71,0,0,182
13,64,0,0,270
113,29,0,0,151
59,30,0,0,129
223,22,0,0,88
177,63,0,0,212
49,16,0,0,234
197,16,0,0,121
125,13,0,0,199
53,21,0,0,84
261,50,0,0,82
120,61,0,0,152
185,16,0,0,173
228,43,102,54,163
163,8,0,0,250
216,24,0,36,223
134,86,0,0,26
63,38,0,0,204
152,100,0,0,112
132,6,47,0,229
228,7,0,0,230
117,8,0,0,234
60,96,0,0,190
148,20,26,0,210
176,19,0,0,245
340,39,0,0,256
51,31,0,0,137
189,15,0,0,261
94,23,14,0,190
9,43,0,0,242
121,21,0,0,191
291,163,0,0,182
62,12,0,0,193
237,61,0,0,220
261,11,0,0,278
72,88,0,0,167
188,15,0,0,221
42,29,0,4,204
209,86,0,0,213
265,5,0,0,136
95,29,0,0,127
164,12,0,0,180
105,8,0,0,187
104,82,0,0,259
180,6,0,0,236
188,10,0,0,183
147,18,65,0,294
108,8,0,0,219
0,26,6,0,188
58,26,0,0,219
143,10,106,0,224
203,24,0,0,355
184,38,0,0,141
40,10,0,0,144
98,32,0,0,155
79,8,0,0,127
113,26,0,0,180
113,66,0,0,228
194,34,0,0,203
242,40,42,0,199
0,29,0,0,196
64,22,0,0,81
130,18,0,0,287
0,7,0,0,282
63,15,0,0,244
0,15,0,0,328
346,8,0,0,171
271,8,0,0,210
255,16,0,0,355
212,9,0,0,202
169,124,0,0,170
0,68,0,0,247
100,14,0,0,141
101,39,0,0,81
137,37,0,0,111
179,33,0,0,77
11,17,0,0,203
45,7,0,0,135
207,60,0,0,195
0,4,0,0,258
200,32,0,0,148
0,21,0,0,351
33,23,0,0,204
2,86,0,0,106
90,11,0,0,260
74,53,0,40,294
156,5,0,0,170
114,23,0,0,230
303,23,2,0,121
117,8,0,0,267
214,20,0,0,78
145,15,0,12,167
174,26,0,33,235
159,48,0,0,230
91,26,0,40,218
185,28,12,0,276
239,17,0,0,201
150,34,0,0,125
161,16,118,0,153
181,24,0,0,73
176,11,0,0,209
221,48,0,0,203
0,51,0,0,161
158,86,0,0,55
74,18,0,0,229
71,120,0,0,143
157,6,82,0,120
337,10,0,0,50
92,16,40,0,191
120,9,0,0,182
232,22,68,0,206
95,4,0,0,173
214,5,0,0,125
215,27,0,0,254
144,19,0,0,47
104,36,0,0,187
112,64,0,0,226
58,22,0,0,206
120,17,0,0,238
214,9,0,0,160
269,92,0,0,193
268,29,0,0,48
236,27,0,0,239
223,54,0,0,212
90,19,0,0,226
213,12,0,0,99
228,61,0,0,333
255,20,0,0,140
256,14,0,0,153
86,2,0,0,169
52,24,80,0,123
42,14,136,25,5
273,16,0,0,231
128,40,0,98,59
252,127,0,0,247
189,87,0,0,121
223,10,0,0,219
56,21,0,0,183
296,59,0,0,226
176,103,0,0,121
79,110,0,0,237
121,19,0,0,39
278,21,0,0,150
134,9,0,0,208
148,5,0,0,200
113,6,0,0,150
215,141,0,0,360
91,47,0,0,145
158,25,0,0,160
106,57,0,0,241
192,20,0,0,208
16,46,0,61,201
155,17,0,0,179
360,11,0,0,71
276,26,0,0,193
146,76,0,0,110
137,10,0,0,261
191,29,0,0,226
140,5,0,0,282
91,48,0,0,304
202,10,0,0,257
101,15,0,0,202
93,23,0,0,205
63,48,0,0,109
55,17,0,0,182
130,24,0,0,226
0,19,0,0,230
263,5,0,67,79
64,14,0,0,87
122,10,0,0,197
283,23,0,0,76
25,71,0,0,302
189,4,0,0,109
220,60,0,0,124
78,31,131,0,194
186,33,0,0,135
183,11,0,0,45
191,33,0,0,109
135,8,0,0,216
0,26,68,0,161
89,71,0,0,231
144,50,0,0,207
301,5,0,0,151
269,11,0,0,91
154,76,0,0,228
240,42,0,0,87
212,21,0,0,98
77,23,0,0,243
129,5,0,0,114
155,45,0,0,104
270,29,0,0,217
175,9,0,0,137
232,13,0,0,206
96,34,0,0,127
297,15,55,0,297
34,7,0,0,190
119,10,0,0,99
287,62,0,0,153
290,4,0,0,264
286,44,0,0,175
188,77,80,0,64
201,68,0,0,185
184,93,0,0,220
299,30,33,0,207
119,3,0,0,69
285,64,0,0,103
71,22,0,0,226
242,47,0,0,164
144,34,0,0,131
198,23,101,0,151
222,27,0,0,155
0,81,0,0,183
144,81,0,0,148
190,55,0,61,166
54,18,0,0,69
108,15,0,0,274
128,36,0,0,234
241,8,0,0,282
245,4,0,0,18
